Bad_Practices,Good_Practices
<table id='image.jpg'>Data,<table id='image.jpg'>Data</table>
<ul style=header>Text</ul>,<ul style='header'>Text</ul>
<h3 id='width:100px'>Text,<h3 id='width:100px'>Text</h3>
<a src='description'>Hello,<a src='description'>Hello</a>
<a class='image.jpg'>Title,<a class='image.jpg'>Title</a>
<h3 id=container>Data</h3>,<h3 id='container'>Data</h3>
<td><table>List Item</td></table>,<table><td>List Item</td></table>
<li alt='width:100px'>List Item,<li alt='width:100px'>List Item</li>
<table><td>Link</table></td>,<td><table>Link</table></td>
<p src='header'>Title,<p src='header'>Title</p>
<ul><h1>List Item</ul></h1>,<h1><ul>List Item</ul></h1>
<ul href='width:100px'>Hello,<ul href='width:100px'>Hello</ul>
<span style=image.jpg>Text</span>,<span style='image.jpg'>Text</span>
<li src=link.html>Title</li>,<li src='link.html'>Title</li>
<h1><p>Hello</h1></p>,<p><h1>Hello</h1></p>
<ul><h2>List Item</ul></h2>,<h2><ul>List Item</ul></h2>
<span><a>Text</span></a>,<a><span>Text</span></a>
<li href='image.jpg'>Content,<li href='image.jpg'>Content</li>
<h2 href='header'>Data,<h2 href='header'>Data</h2>
<h1 href=description>Data</h1>,<h1 href='description'>Data</h1>
<td src='link.html'>Hello,<td src='link.html'>Hello</td>
<li style='header'>Link,<li style='header'>Link</li>
<table id='width:100px'>Text,<table id='width:100px'>Text</table>
<a><h2>Text</a></h2>,<h2><a>Text</a></h2>
<a src=link.html>Title</a>,<a src='link.html'>Title</a>
<a src='width:100px'>Content,<a src='width:100px'>Content</a>
<li src='width:100px'>Text,<li src='width:100px'>Text</li>
<h2 href='link.html'>Content,<h2 href='link.html'>Content</h2>
<span id=description>Title</span>,<span id='description'>Title</span>
<td src='container'>Text,<td src='container'>Text</td>
<ul src=container>List Item</ul>,<ul src='container'>List Item</ul>
<p class='container'>Content,<p class='container'>Content</p>
<span><h3>Data</span></h3>,<h3><span>Data</span></h3>
<tr><h1>Link</tr></h1>,<h1><tr>Link</tr></h1>
<h2 id='image.jpg'>Hello,<h2 id='image.jpg'>Hello</h2>
<h2 id='link.html'>Content,<h2 id='link.html'>Content</h2>
<li><span>Data</li></span>,<span><li>Data</li></span>
<table href=container>List Item</table>,<table href='container'>List Item</table>
<ul src='link.html'>Hello,<ul src='link.html'>Hello</ul>
<a id='image.jpg'>Link,<a id='image.jpg'>Link</a>
<li alt='header'>Data,<li alt='header'>Data</li>
<h3 href='description'>Title,<h3 href='description'>Title</h3>
<ul href=image.jpg>Data</ul>,<ul href='image.jpg'>Data</ul>
<table class=header>Hello</table>,<table class='header'>Hello</table>
<td href='image.jpg'>Link,<td href='image.jpg'>Link</td>
<h3 class=image.jpg>Link</h3>,<h3 class='image.jpg'>Link</h3>
<tr id=width:100px>Text</tr>,<tr id='width:100px'>Text</tr>
<h1 href=link.html>List Item</h1>,<h1 href='link.html'>List Item</h1>
<p src=image.jpg>List Item</p>,<p src='image.jpg'>List Item</p>
<tr style=image.jpg>List Item</tr>,<tr style='image.jpg'>List Item</tr>
<table alt='header'>Data,<table alt='header'>Data</table>
<p style='description'>Link,<p style='description'>Link</p>
<h1><p>Link</h1></p>,<p><h1>Link</h1></p>
<li href='header'>Text,<li href='header'>Text</li>
<td id=header>Data</td>,<td id='header'>Data</td>
<p class=container>Data</p>,<p class='container'>Data</p>
<h2 src='width:100px'>Text,<h2 src='width:100px'>Text</h2>
<div class=image.jpg>Hello</div>,<div class='image.jpg'>Hello</div>
<tr alt=container>Text</tr>,<tr alt='container'>Text</tr>
<li style='header'>Data,<li style='header'>Data</li>
<a id='width:100px'>Text,<a id='width:100px'>Text</a>
<td alt=container>Hello</td>,<td alt='container'>Hello</td>
<h2 href=header>Data</h2>,<h2 href='header'>Data</h2>
<h1 style='header'>Link,<h1 style='header'>Link</h1>
<h1><div>List Item</h1></div>,<div><h1>List Item</h1></div>
<p href=description>List Item</p>,<p href='description'>List Item</p>
<td src=link.html>Content</td>,<td src='link.html'>Content</td>
<td alt=link.html>Content</td>,<td alt='link.html'>Content</td>
<h3 href=header>Link</h3>,<h3 href='header'>Link</h3>
<td class=container>Hello</td>,<td class='container'>Hello</td>
<table class=width:100px>Link</table>,<table class='width:100px'>Link</table>
<p src=image.jpg>Content</p>,<p src='image.jpg'>Content</p>
<a href=image.jpg>Text</a>,<a href='image.jpg'>Text</a>
<a alt='link.html'>Data,<a alt='link.html'>Data</a>
<span alt='container'>Link,<span alt='container'>Link</span>
<span style=container>Hello</span>,<span style='container'>Hello</span>
<h2 alt=link.html>Link</h2>,<h2 alt='link.html'>Link</h2>
<table href=width:100px>Text</table>,<table href='width:100px'>Text</table>
<ul style=header>Content</ul>,<ul style='header'>Content</ul>
<span id='container'>Content,<span id='container'>Content</span>
<li style=header>Hello</li>,<li style='header'>Hello</li>
<ul alt=image.jpg>Hello</ul>,<ul alt='image.jpg'>Hello</ul>
<div href=link.html>Title</div>,<div href='link.html'>Title</div>
<span><ul>Data</span></ul>,<ul><span>Data</span></ul>
<h3 id='container'>Content,<h3 id='container'>Content</h3>
<div style='link.html'>List Item,<div style='link.html'>List Item</div>
<h3 alt='description'>Link,<h3 alt='description'>Link</h3>
<table class=header>Content</table>,<table class='header'>Content</table>
<td href=link.html>Data</td>,<td href='link.html'>Data</td>
<span href='header'>Text,<span href='header'>Text</span>
<p id='link.html'>Link,<p id='link.html'>Link</p>
<h2 style='width:100px'>List Item,<h2 style='width:100px'>List Item</h2>
<table src=container>Text</table>,<table src='container'>Text</table>
<h1 id='link.html'>Text,<h1 id='link.html'>Text</h1>
<h3 href='container'>Content,<h3 href='container'>Content</h3>
<h1 alt=description>Text</h1>,<h1 alt='description'>Text</h1>
<h1 style='container'>Hello,<h1 style='container'>Hello</h1>
<span alt=container>Text</span>,<span alt='container'>Text</span>
<span><div>Hello</span></div>,<div><span>Hello</span></div>
<p style='header'>Hello,<p style='header'>Hello</p>
<h3 style=container>Text</h3>,<h3 style='container'>Text</h3>
<h1 alt=container>Title</h1>,<h1 alt='container'>Title</h1>
<h2 src=container>List Item</h2>,<h2 src='container'>List Item</h2>
<span src='description'>Hello,<span src='description'>Hello</span>
<tr style=image.jpg>Hello</tr>,<tr style='image.jpg'>Hello</tr>
<tr src='header'>Link,<tr src='header'>Link</tr>
<li alt='image.jpg'>Data,<li alt='image.jpg'>Data</li>
<tr href=image.jpg>Title</tr>,<tr href='image.jpg'>Title</tr>
<td src=container>Title</td>,<td src='container'>Title</td>
<table class='container'>Content,<table class='container'>Content</table>
<a alt='header'>Text,<a alt='header'>Text</a>
<h2 id=image.jpg>Content</h2>,<h2 id='image.jpg'>Content</h2>
<td href='container'>List Item,<td href='container'>List Item</td>
<h1 href=description>Link</h1>,<h1 href='description'>Link</h1>
<ul class='image.jpg'>Content,<ul class='image.jpg'>Content</ul>
<span id=description>List Item</span>,<span id='description'>List Item</span>
<ul id=width:100px>List Item</ul>,<ul id='width:100px'>List Item</ul>
<div><p>Link</div></p>,<p><div>Link</div></p>
<tr class='header'>Text,<tr class='header'>Text</tr>
<p alt=width:100px>Text</p>,<p alt='width:100px'>Text</p>
<h1 style=header>Title</h1>,<h1 style='header'>Title</h1>
<tr src='description'>Content,<tr src='description'>Content</tr>
<table id=image.jpg>Link</table>,<table id='image.jpg'>Link</table>
<a src='description'>List Item,<a src='description'>List Item</a>
<ul href='image.jpg'>Link,<ul href='image.jpg'>Link</ul>
<table id=container>Link</table>,<table id='container'>Link</table>
<div style=link.html>Hello</div>,<div style='link.html'>Hello</div>
<p alt=header>Content</p>,<p alt='header'>Content</p>
<span style=width:100px>Data</span>,<span style='width:100px'>Data</span>
<td id='link.html'>List Item,<td id='link.html'>List Item</td>
<span style=description>Link</span>,<span style='description'>Link</span>
<span id='container'>Data,<span id='container'>Data</span>
<a><table>Hello</a></table>,<table><a>Hello</a></table>
<a alt=description>Link</a>,<a alt='description'>Link</a>
<ul style=image.jpg>Hello</ul>,<ul style='image.jpg'>Hello</ul>
<ul class=header>List Item</ul>,<ul class='header'>List Item</ul>
<span src=width:100px>List Item</span>,<span src='width:100px'>List Item</span>
<span id=header>Data</span>,<span id='header'>Data</span>
<h3 id='container'>Hello,<h3 id='container'>Hello</h3>
<ul class=container>Title</ul>,<ul class='container'>Title</ul>
<tr href=link.html>Hello</tr>,<tr href='link.html'>Hello</tr>
<h3 href=container>Content</h3>,<h3 href='container'>Content</h3>
<table src='header'>Title,<table src='header'>Title</table>
<p href='header'>Data,<p href='header'>Data</p>
<td src=image.jpg>Content</td>,<td src='image.jpg'>Content</td>
<ul src='image.jpg'>Content,<ul src='image.jpg'>Content</ul>
<p alt=header>List Item</p>,<p alt='header'>List Item</p>
<h3 alt=link.html>Link</h3>,<h3 alt='link.html'>Link</h3>
<h3 href='link.html'>Title,<h3 href='link.html'>Title</h3>
<ul class='header'>Link,<ul class='header'>Link</ul>
<h1 href='width:100px'>Link,<h1 href='width:100px'>Link</h1>
<ul src='link.html'>List Item,<ul src='link.html'>List Item</ul>
<h2 href='container'>Title,<h2 href='container'>Title</h2>
<h2 class=container>Hello</h2>,<h2 class='container'>Hello</h2>
<table class=link.html>List Item</table>,<table class='link.html'>List Item</table>
<span alt=container>Content</span>,<span alt='container'>Content</span>
<td style='link.html'>List Item,<td style='link.html'>List Item</td>
<table alt=link.html>Hello</table>,<table alt='link.html'>Hello</table>
<tr id=width:100px>Hello</tr>,<tr id='width:100px'>Hello</tr>
<li style='container'>Hello,<li style='container'>Hello</li>
<p style='link.html'>Data,<p style='link.html'>Data</p>
<table src='link.html'>Hello,<table src='link.html'>Hello</table>
<tr href='link.html'>List Item,<tr href='link.html'>List Item</tr>
<h2 id=container>Hello</h2>,<h2 id='container'>Hello</h2>
<h3 href=header>Title</h3>,<h3 href='header'>Title</h3>
<span href=link.html>Text</span>,<span href='link.html'>Text</span>
<a class='description'>List Item,<a class='description'>List Item</a>
<h2 src='container'>Title,<h2 src='container'>Title</h2>
<li id='description'>Link,<li id='description'>Link</li>
<p style='description'>Content,<p style='description'>Content</p>
<h3 href='container'>Title,<h3 href='container'>Title</h3>
<div id=image.jpg>Hello</div>,<div id='image.jpg'>Hello</div>
<h3 src='description'>Title,<h3 src='description'>Title</h3>
<li style=container>Text</li>,<li style='container'>Text</li>
<a alt='link.html'>Title,<a alt='link.html'>Title</a>
<a id='header'>Data,<a id='header'>Data</a>
<tr src='image.jpg'>Data,<tr src='image.jpg'>Data</tr>
<td class=image.jpg>Hello</td>,<td class='image.jpg'>Hello</td>
<ul class=link.html>Title</ul>,<ul class='link.html'>Title</ul>
<td href='description'>List Item,<td href='description'>List Item</td>
<h2 href='width:100px'>Content,<h2 href='width:100px'>Content</h2>
<td style='image.jpg'>List Item,<td style='image.jpg'>List Item</td>
<li class='width:100px'>Text,<li class='width:100px'>Text</li>
<h3><span>Link</h3></span>,<span><h3>Link</h3></span>
<li alt=container>Data</li>,<li alt='container'>Data</li>
<h1 id='link.html'>Link,<h1 id='link.html'>Link</h1>
<a class=container>Text</a>,<a class='container'>Text</a>
<div id=width:100px>Data</div>,<div id='width:100px'>Data</div>
<li id='container'>Text,<li id='container'>Text</li>
<tr style='container'>Data,<tr style='container'>Data</tr>
<div style=width:100px>Text</div>,<div style='width:100px'>Text</div>
<td id=image.jpg>Content</td>,<td id='image.jpg'>Content</td>
<tr style=image.jpg>Data</tr>,<tr style='image.jpg'>Data</tr>
<div href=header>List Item</div>,<div href='header'>List Item</div>
<h2 id='image.jpg'>Title,<h2 id='image.jpg'>Title</h2>
<p id=container>Content</p>,<p id='container'>Content</p>
<span><td>Content</span></td>,<td><span>Content</span></td>
<table style='container'>List Item,<table style='container'>List Item</table>
<span id='width:100px'>Content,<span id='width:100px'>Content</span>
<li alt=description>Text</li>,<li alt='description'>Text</li>
<td class=description>Link</td>,<td class='description'>Link</td>
<td alt=description>Text</td>,<td alt='description'>Text</td>
<p class='width:100px'>Text,<p class='width:100px'>Text</p>
<span><td>Title</span></td>,<td><span>Title</span></td>
<td alt=description>Title</td>,<td alt='description'>Title</td>
<table><p>Text</table></p>,<p><table>Text</table></p>
<div class=link.html>Data</div>,<div class='link.html'>Data</div>
<tr style='image.jpg'>List Item,<tr style='image.jpg'>List Item</tr>
<td style=description>List Item</td>,<td style='description'>List Item</td>
<td class=link.html>Data</td>,<td class='link.html'>Data</td>
<tr src='link.html'>Hello,<tr src='link.html'>Hello</tr>
<td alt=link.html>Text</td>,<td alt='link.html'>Text</td>
<h1 class=header>Link</h1>,<h1 class='header'>Link</h1>
<h3 style=width:100px>Text</h3>,<h3 style='width:100px'>Text</h3>
<ul src=description>List Item</ul>,<ul src='description'>List Item</ul>
<h3 class='link.html'>Data,<h3 class='link.html'>Data</h3>
<h2 style=container>Title</h2>,<h2 style='container'>Title</h2>
<p alt='container'>List Item,<p alt='container'>List Item</p>
<table src=width:100px>Text</table>,<table src='width:100px'>Text</table>
<td class=width:100px>Content</td>,<td class='width:100px'>Content</td>
<h3 style='width:100px'>Title,<h3 style='width:100px'>Title</h3>
<a id=width:100px>List Item</a>,<a id='width:100px'>List Item</a>
<div href='header'>List Item,<div href='header'>List Item</div>
<h3 id='link.html'>Data,<h3 id='link.html'>Data</h3>
<td id='width:100px'>Title,<td id='width:100px'>Title</td>
<h2 alt='header'>Text,<h2 alt='header'>Text</h2>
<span src=header>Link</span>,<span src='header'>Link</span>
<div alt=description>Hello</div>,<div alt='description'>Hello</div>
<h3 style='image.jpg'>Hello,<h3 style='image.jpg'>Hello</h3>
<table><td>Data</table></td>,<td><table>Data</table></td>
<tr id='container'>Hello,<tr id='container'>Hello</tr>
<span alt=description>Title</span>,<span alt='description'>Title</span>
<span id='container'>Text,<span id='container'>Text</span>
<a alt='description'>Title,<a alt='description'>Title</a>
<h1 src=link.html>Data</h1>,<h1 src='link.html'>Data</h1>
<h3 alt=header>Content</h3>,<h3 alt='header'>Content</h3>
<h1 alt=link.html>Text</h1>,<h1 alt='link.html'>Text</h1>
<td alt=header>List Item</td>,<td alt='header'>List Item</td>
<h3 src='width:100px'>Data,<h3 src='width:100px'>Data</h3>
<ul alt='width:100px'>Hello,<ul alt='width:100px'>Hello</ul>
<a><ul>Hello</a></ul>,<ul><a>Hello</a></ul>
<table id=header>Hello</table>,<table id='header'>Hello</table>
<li class=link.html>Hello</li>,<li class='link.html'>Hello</li>
<li alt=description>Data</li>,<li alt='description'>Data</li>
<tr id=image.jpg>Link</tr>,<tr id='image.jpg'>Link</tr>
<table href=image.jpg>Title</table>,<table href='image.jpg'>Title</table>
<tr href=container>Text</tr>,<tr href='container'>Text</tr>
<h1 id=image.jpg>Content</h1>,<h1 id='image.jpg'>Content</h1>
<td src=container>Link</td>,<td src='container'>Link</td>
<li src='image.jpg'>Data,<li src='image.jpg'>Data</li>
<h1 href='image.jpg'>Title,<h1 href='image.jpg'>Title</h1>
<a style=width:100px>Title</a>,<a style='width:100px'>Title</a>
<div src=image.jpg>List Item</div>,<div src='image.jpg'>List Item</div>
<table href=image.jpg>Link</table>,<table href='image.jpg'>Link</table>
<p id=header>Link</p>,<p id='header'>Link</p>
<div alt=link.html>Link</div>,<div alt='link.html'>Link</div>
<td id='image.jpg'>Hello,<td id='image.jpg'>Hello</td>
<a alt='image.jpg'>Text,<a alt='image.jpg'>Text</a>
<a src='image.jpg'>Hello,<a src='image.jpg'>Hello</a>
<h1 alt=link.html>Content</h1>,<h1 alt='link.html'>Content</h1>
<li><ul>Link</li></ul>,<ul><li>Link</li></ul>
<ul style='image.jpg'>Link,<ul style='image.jpg'>Link</ul>
<tr class=container>Text</tr>,<tr class='container'>Text</tr>
<tr href='description'>Title,<tr href='description'>Title</tr>
<p class=image.jpg>Hello</p>,<p class='image.jpg'>Hello</p>
<h1><h3>Data</h1></h3>,<h3><h1>Data</h1></h3>
<div href=container>Hello</div>,<div href='container'>Hello</div>
<ul style=image.jpg>Content</ul>,<ul style='image.jpg'>Content</ul>
<table src=width:100px>Title</table>,<table src='width:100px'>Title</table>
<h1 style='header'>Content,<h1 style='header'>Content</h1>
<h1 href=description>List Item</h1>,<h1 href='description'>List Item</h1>
